"Date","Price","Open","High","Low","Change %"
"03/18/2022","1.617","1.617","1.617","1.617","1.00%"
"03/17/2022","1.601","1.601","1.601","1.601","0.00%"
"03/16/2022","1.601","1.601","1.601","1.601","0.00%"
"03/15/2022","1.601","1.601","1.601","1.601","7.09%"
"03/14/2022","1.495","1.495","1.495","1.495","0.67%"
"03/11/2022","1.485","1.485","1.485","1.485","0.68%"
"03/10/2022","1.475","1.475","1.475","1.475","-1.01%"
"03/09/2022","1.490","1.490","1.490","1.490","0.74%"
"03/08/2022","1.479","1.479","1.479","1.479","-0.07%"
"03/07/2022","1.480","1.480","1.480","1.480","-0.34%"
"03/04/2022","1.485","1.485","1.485","1.485","-4.62%"
"03/03/2022","1.557","1.557","1.557","1.557","8.81%"
"03/02/2022","1.431","1.431","1.431","1.431","-2.52%"
"03/01/2022","1.468","1.468","1.468","1.468","6.15%"
"02/28/2022","1.383","1.383","1.383","1.383","8.98%"
"02/25/2022","1.269","1.269","1.269","1.269","17.17%"
"02/24/2022","1.083","1.083","1.083","1.083","4.64%"
"02/23/2022","1.035","1.035","1.035","1.035","1.87%"
"02/22/2022","1.016","1.016","1.016","1.016","0.10%"
"02/21/2022","1.015","1.015","1.015","1.015","1.50%"
"02/18/2022","1.000","1.000","1.000","1.000","8.11%"
"02/17/2022","0.925","0.925","0.925","0.925","11.18%"
"02/16/2022","0.832","0.832","0.832","0.832","9.47%"
"02/15/2022","0.760","0.760","0.760","0.760","3.12%"
"02/14/2022","0.737","0.737","0.737","0.737","2.22%"
"02/11/2022","0.721","0.721","0.721","0.721","2.12%"
"02/10/2022","0.706","0.706","0.706","0.706","0.43%"
"02/09/2022","0.703","0.703","0.703","0.703","8.99%"
"02/08/2022","0.645","0.645","0.645","0.645","1.74%"
"02/07/2022","0.634","0.637","0.637","0.634","20.08%"
"02/04/2022","0.528","0.528","0.528","0.528","0.00%"
"02/03/2022","0.528","0.528","0.528","0.528","0.00%"
"02/02/2022","0.528","0.528","0.528","0.528","0.00%"
"02/01/2022","0.528","0.528","0.528","0.528","0.00%"
"01/31/2022","0.528","0.528","0.528","0.528","-15.92%"
"01/28/2022","0.628","0.628","0.628","0.628","0.00%"
"01/27/2022","0.628","0.628","0.628","0.628","-0.16%"
"01/26/2022","0.629","0.629","0.629","0.629","-2.63%"
"01/25/2022","0.646","0.646","0.646","0.646","1.10%"
"01/24/2022","0.639","0.639","0.639","0.639","-3.62%"
"01/21/2022","0.663","0.663","0.663","0.663","1.22%"
"01/20/2022","0.655","0.655","0.655","0.655","-2.38%"
"01/19/2022","0.671","0.671","0.671","0.671","-4.69%"
"01/18/2022","0.704","0.704","0.704","0.704","-0.14%"
"01/17/2022","0.705","0.705","0.705","0.705","1.15%"
"01/14/2022","0.697","0.697","0.697","0.697","-1.27%"
"01/13/2022","0.706","0.706","0.706","0.706","1.15%"
"01/12/2022","0.698","0.698","0.698","0.698","-0.14%"
"01/11/2022","0.699","0.699","0.699","0.699","-2.92%"
"01/10/2022","0.720","0.720","0.720","0.720","0.00%"
"01/07/2022","0.720","0.720","0.720","0.720","0.00%"
"01/06/2022","0.720","0.720","0.720","0.720","-0.14%"
"01/05/2022","0.721","0.721","0.721","0.721","0.28%"
"01/04/2022","0.719","0.727","0.727","0.719","16.82%"
"01/03/2022","0.615","0.616","0.616","0.615","-13.92%"
"12/31/2021","0.715","0.715","0.715","0.715","0.14%"
"12/30/2021","0.714","0.714","0.714","0.714","-0.14%"
"12/29/2021","0.715","0.715","0.715","0.715","0.00%"
"12/28/2021","0.715","0.715","0.715","0.715","-1.38%"
"12/27/2021","0.725","0.725","0.725","0.725","-1.09%"
"12/24/2021","0.733","0.723","0.733","0.723","6.23%"
"12/23/2021","0.690","0.690","0.690","0.690","1.77%"
"12/22/2021","0.678","0.678","0.678","0.678","3.35%"
"12/21/2021","0.656","0.667","0.667","0.656","-2.09%"
"12/20/2021","0.670","0.680","0.680","0.670","-7.97%"
"12/17/2021","0.728","0.708","0.728","0.708","19.34%"
"12/16/2021","0.610","0.610","0.610","0.610","0.00%"
"12/15/2021","0.610","0.610","0.610","0.610","-2.09%"
"12/14/2021","0.623","0.623","0.623","0.623","-1.58%"
"12/13/2021","0.633","0.633","0.633","0.633","-4.81%"
"12/10/2021","0.665","0.665","0.665","0.665","0.00%"
"12/09/2021","0.665","0.655","0.665","0.655","9.20%"
"12/08/2021","0.609","0.609","0.609","0.609","5.00%"
"12/07/2021","0.580","0.580","0.580","0.580","-1.69%"
"12/06/2021","0.590","0.591","0.591","0.590","-7.52%"
"12/03/2021","0.638","0.627","0.638","0.627","10.00%"
"12/02/2021","0.580","0.580","0.580","0.580","-0.17%"
"12/01/2021","0.581","0.581","0.581","0.581","0.17%"
"11/30/2021","0.580","0.580","0.580","0.580","0.00%"
"11/29/2021","0.580","0.580","0.580","0.580","-0.17%"
"11/26/2021","0.581","0.581","0.581","0.581","0.00%"
"11/25/2021","0.581","0.581","0.581","0.581","0.00%"
"11/24/2021","0.581","0.582","0.582","0.581","-0.17%"
"11/23/2021","0.582","0.582","0.582","0.582","0.00%"
"11/22/2021","0.582","0.583","0.583","0.582","0.00%"
"11/19/2021","0.582","0.582","0.582","0.582","0.00%"
"11/18/2021","0.582","0.582","0.582","0.582","-0.17%"
"11/17/2021","0.583","0.583","0.583","0.583","0.00%"
"11/16/2021","0.583","0.583","0.583","0.583","-0.17%"
"11/15/2021","0.584","0.582","0.584","0.582","0.17%"
"11/12/2021","0.583","0.583","0.583","0.583","0.00%"
"11/11/2021","0.583","0.583","0.583","0.583","0.00%"
"11/10/2021","0.583","0.586","0.586","0.583","-0.51%"
"11/09/2021","0.586","0.587","0.587","0.586","-0.17%"
"11/08/2021","0.587","0.582","0.587","0.582","0.86%"
"11/05/2021","0.582","0.583","0.583","0.582","-0.17%"
"11/04/2021","0.583","0.584","0.584","0.583","-0.17%"
"11/03/2021","0.584","0.584","0.584","0.584","0.17%"
"11/02/2021","0.583","0.584","0.584","0.583","-0.17%"
"11/01/2021","0.584","0.584","0.584","0.584","-0.17%"
"10/29/2021","0.585","0.585","0.585","0.585","0.00%"
"10/28/2021","0.585","0.585","0.585","0.585","-0.17%"
"10/27/2021","0.586","0.586","0.586","0.586","0.17%"
"10/26/2021","0.585","0.585","0.585","0.585","-3.47%"
"10/25/2021","0.606","0.607","0.607","0.606","-0.33%"
"10/22/2021","0.608","0.608","0.608","0.608","0.16%"
"10/21/2021","0.607","0.608","0.608","0.607","-0.16%"
"10/20/2021","0.608","0.608","0.608","0.608","-0.16%"
"10/19/2021","0.609","0.609","0.609","0.609","0.16%"
"10/18/2021","0.608","0.608","0.608","0.608","-0.16%"
"10/15/2021","0.609","0.620","0.620","0.609","-1.62%"
"10/14/2021","0.619","0.619","0.619","0.619","-0.16%"
"10/13/2021","0.620","0.620","0.620","0.620","0.16%"
"10/12/2021","0.619","0.621","0.621","0.619","-0.16%"
"10/11/2021","0.620","0.620","0.620","0.620","-0.32%"
"10/08/2021","0.622","0.612","0.622","0.612","1.63%"
"10/07/2021","0.612","0.613","0.613","0.612","0.00%"
"10/06/2021","0.612","0.612","0.612","0.612","0.00%"
"10/05/2021","0.612","0.613","0.613","0.612","-0.16%"
"10/04/2021","0.613","0.613","0.613","0.613","19.26%"
"10/03/2021","0.514","0.514","0.514","0.514","-16.29%"
"10/01/2021","0.614","0.615","0.615","0.614","-0.16%"
"09/30/2021","0.615","0.615","0.615","0.615","0.00%"
"09/29/2021","0.615","0.615","0.615","0.615","11.41%"
"09/28/2021","0.552","0.552","0.552","0.552","5.34%"
"09/27/2021","0.524","0.524","0.524","0.524","0.77%"
"09/24/2021","0.520","0.501","0.520","0.501","3.79%"
"09/23/2021","0.501","0.501","0.501","0.501","0.00%"
"09/22/2021","0.501","0.501","0.501","0.501","10.35%"
"09/21/2021","0.454","0.464","0.464","0.454","-2.16%"
"09/20/2021","0.464","0.464","0.464","0.464","-0.43%"
"09/17/2021","0.466","0.466","0.466","0.466","0.00%"
"09/16/2021","0.466","0.467","0.467","0.464","0.43%"
"09/15/2021","0.464","0.467","0.467","0.464","-0.85%"
"09/14/2021","0.468","0.468","0.468","0.468","0.00%"
"09/13/2021","0.468","0.468","0.468","0.468","0.00%"
"09/10/2021","0.468","0.468","0.468","0.468","-0.43%"
"09/09/2021","0.470","0.470","0.470","0.470","0.00%"
"09/08/2021","0.470","0.470","0.470","0.470","-0.42%"
"09/07/2021","0.472","0.472","0.472","0.472","0.00%"
"09/06/2021","0.472","0.472","0.472","0.472","26.54%"
"09/03/2021","0.373","0.373","0.373","0.373","0.00%"
"09/02/2021","0.373","0.373","0.373","0.373","-21.14%"
"09/01/2021","0.473","0.473","0.473","0.473","18.25%"
"08/31/2021","0.400","0.400","0.400","0.400","-2.44%"
"08/30/2021","0.410","0.410","0.410","0.410","-0.24%"
"08/27/2021","0.411","0.411","0.411","0.411","0.24%"
"08/26/2021","0.410","0.410","0.410","0.410","0.00%"
"08/25/2021","0.410","0.410","0.410","0.410","0.00%"
"08/24/2021","0.410","0.410","0.410","0.410","0.00%"
"08/23/2021","0.410","0.410","0.410","0.410","0.00%"
"08/20/2021","0.410","0.410","0.410","0.410","-2.61%"
"08/19/2021","0.421","0.421","0.421","0.421","0.24%"
"08/18/2021","0.420","0.420","0.420","0.420","-0.24%"
"08/17/2021","0.421","0.420","0.421","0.420","0.24%"
"08/16/2021","0.420","0.420","0.420","0.420","0.00%"
"08/13/2021","0.420","0.420","0.420","0.420","0.00%"
"08/12/2021","0.420","0.420","0.420","0.420","0.00%"
"08/11/2021","0.420","0.420","0.420","0.420","0.00%"
"08/10/2021","0.420","0.420","0.420","0.420","0.00%"
"08/09/2021","0.420","0.422","0.422","0.420","-0.94%"
"08/06/2021","0.424","0.424","0.424","0.424","-0.24%"
"08/05/2021","0.425","0.414","0.425","0.414","2.66%"
"08/04/2021","0.414","0.394","0.414","0.394","5.34%"
"08/03/2021","0.393","0.393","0.393","0.393","-13.05%"
"08/02/2021","0.452","0.452","0.452","0.452","-0.22%"
"07/30/2021","0.453","0.453","0.453","0.453","0.00%"
"07/29/2021","0.453","0.454","0.454","0.453","-0.22%"
"07/28/2021","0.454","0.455","0.455","0.454","0.00%"
"07/27/2021","0.454","0.455","0.455","0.454","-0.44%"
"07/26/2021","0.456","0.457","0.457","0.456","-0.22%"
"07/23/2021","0.457","0.454","0.457","0.454","0.66%"
"07/22/2021","0.454","0.454","0.454","0.454","0.00%"
"07/21/2021","0.454","0.454","0.454","0.454","0.00%"
"07/20/2021","0.454","0.454","0.454","0.454","-2.16%"
"07/19/2021","0.464","0.464","0.464","0.464","0.00%"
"07/16/2021","0.464","0.461","0.464","0.461","0.00%"
"07/15/2021","0.464","0.462","0.464","0.462","0.00%"
"07/14/2021","0.464","0.462","0.464","0.462","0.22%"
"07/13/2021","0.463","0.463","0.463","0.463","-0.22%"
"07/12/2021","0.464","0.464","0.464","0.464","0.00%"
"07/09/2021","0.464","0.464","0.464","0.464","0.00%"
"07/08/2021","0.464","0.464","0.464","0.464","0.00%"
"07/07/2021","0.464","0.464","0.464","0.464","-3.33%"
"07/06/2021","0.480","0.490","0.490","0.480","-7.69%"
"07/05/2021","0.520","0.520","0.520","0.520","0.00%"
"07/02/2021","0.520","0.520","0.520","0.520","0.00%"
"07/01/2021","0.520","0.520","0.520","0.520","6.12%"
"06/30/2021","0.490","0.490","0.490","0.490","-2.00%"
"06/29/2021","0.500","0.498","0.500","0.498","0.40%"
"06/28/2021","0.498","0.487","0.498","0.487","2.26%"
"06/25/2021","0.487","0.489","0.489","0.487","-0.41%"
"06/24/2021","0.489","0.483","0.489","0.483","1.24%"
"06/23/2021","0.483","0.484","0.484","0.483","-0.21%"
"06/22/2021","0.484","0.496","0.496","0.484","-2.22%"
"06/21/2021","0.495","0.499","0.499","0.495","-0.80%"
"06/18/2021","0.499","0.512","0.512","0.499","-2.54%"
"06/17/2021","0.512","0.510","0.512","0.510","0.39%"
"06/16/2021","0.510","0.510","0.510","0.510","-0.20%"
"06/15/2021","0.511","0.511","0.511","0.511","0.20%"
"06/14/2021","0.510","0.511","0.511","0.510","-0.39%"
"06/11/2021","0.512","0.513","0.513","0.512","-0.19%"
"06/10/2021","0.513","0.513","0.513","0.513","0.20%"
"06/09/2021","0.512","0.514","0.514","0.512","-0.19%"
"06/08/2021","0.513","0.513","0.513","0.513","-0.19%"
"06/07/2021","0.514","0.516","0.516","0.514","-0.39%"
"06/04/2021","0.516","0.517","0.517","0.516","-0.19%"
"06/03/2021","0.517","0.483","0.517","0.483","7.04%"
"06/02/2021","0.483","0.530","0.530","0.483","-8.70%"
"06/01/2021","0.529","0.641","0.641","0.529","-17.60%"
"05/31/2021","0.642","0.602","0.642","0.602","6.82%"
"05/28/2021","0.601","0.632","0.632","0.601","-5.06%"
"05/27/2021","0.633","0.415","0.633","0.415","52.53%"
"05/26/2021","0.415","0.422","0.422","0.415","-1.66%"
"05/25/2021","0.422","0.422","0.422","0.422","0.00%"
"05/24/2021","0.422","0.423","0.423","0.422","-0.24%"
"05/21/2021","0.423","0.424","0.424","0.423","-0.47%"
"05/20/2021","0.425","0.425","0.425","0.425","0.00%"
"05/19/2021","0.425","0.414","0.425","0.414","2.66%"
"05/18/2021","0.414","0.374","0.414","0.374","10.70%"
"05/17/2021","0.374","0.409","0.409","0.374","-8.56%"
"05/14/2021","0.409","0.409","0.409","0.409","0.00%"
"05/13/2021","0.409","0.387","0.409","0.387","5.96%"
"05/12/2021","0.386","0.387","0.387","0.386","-0.52%"
"05/11/2021","0.388","0.388","0.388","0.388","0.00%"
"05/10/2021","0.388","0.390","0.390","0.388","-0.51%"
"05/07/2021","0.390","0.385","0.390","0.385","1.30%"
"05/06/2021","0.385","0.385","0.385","0.385","0.00%"
"05/05/2021","0.385","0.391","0.391","0.385","-1.79%"
"05/04/2021","0.392","0.377","0.392","0.377","41.77%"
"05/03/2021","0.276","0.280","0.280","0.276","-1.07%"
"04/30/2021","0.280","0.280","0.280","0.280","-26.45%"
"04/29/2021","0.380","0.385","0.385","0.380","-1.30%"
"04/28/2021","0.385","0.395","0.395","0.385","-2.28%"
"04/27/2021","0.394","0.377","0.394","0.377","4.51%"
"04/26/2021","0.377","0.377","0.377","0.377","-2.84%"
"04/23/2021","0.388","0.389","0.389","0.388","0.00%"
"04/22/2021","0.388","0.389","0.389","0.388","34.26%"
"04/21/2021","0.289","0.289","0.289","0.289","-25.71%"
"04/20/2021","0.389","0.388","0.389","0.388","0.00%"
"04/19/2021","0.389","0.389","0.389","0.389","-0.26%"
"04/16/2021","0.390","0.390","0.390","0.390","0.00%"
"04/15/2021","0.390","0.409","0.409","0.390","-4.65%"
"04/14/2021","0.409","0.409","0.409","0.409","-0.24%"
"04/13/2021","0.410","0.401","0.410","0.401","2.24%"
"04/12/2021","0.401","0.394","0.401","0.394","2.04%"
"04/09/2021","0.393","0.394","0.394","0.393","-0.51%"
"04/08/2021","0.395","0.395","0.395","0.395","0.25%"
"04/07/2021","0.394","0.395","0.395","0.394","-0.51%"
"04/06/2021","0.396","0.405","0.405","0.396","-2.22%"
"04/05/2021","0.405","0.405","0.405","0.405","1.76%"
"04/02/2021","0.398","0.398","0.398","0.398","0.00%"
"04/01/2021","0.398","0.398","0.398","0.398","14.04%"
"03/31/2021","0.349","0.349","0.349","0.349","0.00%"
"03/30/2021","0.349","0.349","0.349","0.349","0.00%"
"03/29/2021","0.349","0.352","0.352","0.349","-0.57%"
"03/26/2021","0.351","0.347","0.351","0.347","0.86%"
"03/25/2021","0.348","0.348","0.348","0.348","0.00%"
"03/24/2021","0.348","0.359","0.359","0.348","-3.06%"
"03/23/2021","0.359","0.359","0.359","0.359","0.84%"
"03/22/2021","0.356","0.363","0.363","0.356","-1.93%"
"03/19/2021","0.363","0.370","0.370","0.363","-1.89%"
"03/18/2021","0.370","0.366","0.370","0.366","1.09%"
"03/17/2021","0.366","0.375","0.375","0.366","-2.40%"
"03/16/2021","0.375","0.376","0.376","0.375","-0.27%"
"03/15/2021","0.376","0.360","0.376","0.360","4.74%"
"03/12/2021","0.359","0.357","0.359","0.357","0.84%"
"03/11/2021","0.356","0.354","0.356","0.354","0.56%"
"03/10/2021","0.354","0.357","0.357","0.354","-0.84%"
"03/09/2021","0.357","0.354","0.357","0.354","0.85%"
"03/08/2021","0.354","0.354","0.354","0.354","-3.01%"
"03/05/2021","0.365","0.364","0.365","0.364","0.27%"
"03/04/2021","0.364","0.365","0.365","0.364","-0.27%"
"03/03/2021","0.365","0.375","0.375","0.365","-2.41%"
"03/02/2021","0.374","0.373","0.374","0.373","0.27%"
"03/01/2021","0.373","0.375","0.375","0.373","-0.80%"
"02/26/2021","0.376","0.347","0.376","0.347","8.36%"
"02/25/2021","0.347","0.348","0.348","0.347","0.00%"
"02/24/2021","0.347","0.335","0.347","0.335","3.58%"
"02/23/2021","0.335","0.353","0.353","0.335","-5.10%"
"02/22/2021","0.353","0.351","0.359","0.351","-1.67%"
"02/19/2021","0.359","0.351","0.359","0.351","2.28%"
"02/18/2021","0.351","0.359","0.359","0.351","-1.13%"
"02/17/2021","0.355","0.359","0.359","0.355","37.07%"
"02/16/2021","0.259","0.259","0.259","0.259","0.00%"
"02/15/2021","0.259","0.259","0.259","0.259","0.00%"
"02/12/2021","0.259","0.259","0.259","0.259","0.00%"
"02/11/2021","0.259","0.259","0.259","0.259","0.00%"
"02/10/2021","0.259","0.259","0.259","0.259","-27.86%"
"02/09/2021","0.359","0.360","0.360","0.359","-0.28%"
"02/08/2021","0.360","0.356","0.360","0.356","1.12%"
"02/05/2021","0.356","0.356","0.356","0.356","-1.39%"
"02/04/2021","0.361","0.357","0.362","0.357","-0.28%"
"02/03/2021","0.362","0.357","0.362","0.357","1.40%"
"02/02/2021","0.357","0.350","0.357","0.350","2.29%"
"02/01/2021","0.349","0.350","0.350","0.349","8.05%"
"01/29/2021","0.323","0.328","0.328","0.323","-1.82%"
"01/28/2021","0.329","0.322","0.329","0.322","2.17%"
"01/27/2021","0.322","0.328","0.328","0.322","-2.13%"
"01/26/2021","0.329","0.334","0.334","0.329","-1.79%"
"01/25/2021","0.335","0.335","0.335","0.335","-4.01%"
"01/22/2021","0.349","0.350","0.350","0.349","-0.29%"
"01/21/2021","0.350","0.350","0.350","0.350","3.86%"
"01/20/2021","0.337","0.338","0.338","0.337","-0.30%"
"01/19/2021","0.338","0.342","0.342","0.338","-0.88%"
"01/18/2021","0.341","0.349","0.349","0.341","-2.57%"
"01/15/2021","0.350","0.373","0.373","0.350","-6.42%"
"01/14/2021","0.374","0.404","0.404","0.374","-7.43%"
"01/13/2021","0.404","0.407","0.407","0.404","-0.74%"
"01/12/2021","0.407","0.395","0.407","0.395","3.04%"
"01/11/2021","0.395","0.368","0.395","0.368","7.34%"
"01/08/2021","0.368","0.368","0.368","0.365","0.82%"
"01/07/2021","0.365","0.351","0.365","0.351","4.29%"
"01/06/2021","0.350","0.341","0.350","0.341","2.94%"
"01/05/2021","0.340","0.304","0.340","0.304","11.84%"
"01/04/2021","0.304","0.304","0.304","0.304","0.00%"
"12/31/2020","0.304","0.294","0.304","0.294","3.05%"
"12/30/2020","0.295","0.296","0.295","0.295","0.00%"
"12/29/2020","0.295","0.296","0.296","0.295","-0.67%"
"12/28/2020","0.297","0.286","0.297","0.286","3.48%"
"12/25/2020","0.287","0.288","0.288","0.287","0.00%"
"12/24/2020","0.287","0.287","0.287","0.287","0.00%"
"12/23/2020","0.287","0.287","0.287","0.287","-0.35%"
"12/22/2020","0.288","0.289","0.289","0.288","0.00%"
"12/21/2020","0.288","0.289","0.289","0.288","-0.35%"
"12/18/2020","0.289","0.289","0.289","0.289","0.00%"
"12/17/2020","0.289","0.289","0.289","0.289","0.00%"
"12/16/2020","0.289","0.289","0.289","0.289","-0.34%"
"12/15/2020","0.290","0.290","0.290","0.290","0.35%"
"12/14/2020","0.289","0.290","0.290","0.289","-0.34%"
"12/11/2020","0.290","0.290","0.290","0.290","-0.34%"
"12/10/2020","0.291","0.291","0.291","0.291","0.00%"
"12/09/2020","0.291","0.291","0.291","0.291","-0.34%"
"12/08/2020","0.292","0.292","0.292","0.292","0.00%"
"12/07/2020","0.292","0.292","0.292","0.292","0.00%"
"12/04/2020","0.292","0.292","0.292","0.292","-0.34%"
"12/03/2020","0.293","0.293","0.293","0.293","0.00%"
"12/02/2020","0.293","0.293","0.293","0.293","0.00%"
"12/01/2020","0.293","0.293","0.293","0.293","-0.34%"
"11/30/2020","0.294","0.294","0.294","0.294","0.00%"
"11/27/2020","0.294","0.294","0.294","0.294","0.00%"
"11/26/2020","0.294","0.294","0.294","0.294","-0.34%"
"11/25/2020","0.295","0.295","0.295","0.295","0.00%"
"11/24/2020","0.295","0.295","0.295","0.295","-0.34%"
"11/23/2020","0.296","0.296","0.296","0.296","0.00%"
"11/20/2020","0.296","0.296","0.296","0.296","0.00%"
"11/19/2020","0.296","0.297","0.297","0.296","-0.34%"
"11/18/2020","0.297","0.308","0.303","0.297","-1.98%"
"11/17/2020","0.303","0.308","0.308","0.303","-1.62%"
"11/16/2020","0.308","0.309","0.309","0.308","-0.32%"
"11/13/2020","0.309","0.309","0.309","0.309","0.00%"
"11/12/2020","0.309","0.310","0.310","0.309","-0.32%"
"11/11/2020","0.310","0.310","0.310","0.310","0.00%"
"11/10/2020","0.310","0.310","0.310","0.310","-0.32%"
"11/09/2020","0.311","0.311","0.312","0.311","-0.32%"
"11/06/2020","0.312","0.312","0.317","0.312","-1.27%"
"11/05/2020","0.316","0.313","0.316","0.313","0.96%"
"11/04/2020","0.313","0.317","0.317","0.313","-1.26%"
"11/03/2020","0.317","0.314","0.317","0.314","0.96%"
"11/02/2020","0.314","0.315","0.315","0.314","-0.32%"
"10/30/2020","0.315","0.315","0.315","0.315","0.32%"
"10/29/2020","0.314","0.306","0.314","0.306","2.61%"
"10/28/2020","0.306","0.316","0.316","0.306","-3.16%"
"10/27/2020","0.316","0.320","0.320","0.316","-0.94%"
"10/26/2020","0.319","0.318","0.319","0.318","0.31%"
"10/23/2020","0.318","0.318","0.318","0.318","0.00%"
"10/22/2020","0.318","0.322","0.322","0.318","-1.24%"
"10/21/2020","0.322","0.322","0.322","0.321","0.00%"
"10/20/2020","0.322","0.322","0.322","0.322","-0.31%"
"10/19/2020","0.323","0.317","0.323","0.317","1.57%"
"10/16/2020","0.318","0.318","0.318","0.318","0.00%"
"10/15/2020","0.318","0.328","0.328","0.318","-3.05%"
"10/14/2020","0.328","0.328","0.328","0.328","0.00%"
"10/13/2020","0.328","0.329","0.329","0.328","-0.30%"
"10/12/2020","0.329","0.329","0.329","0.329","0.00%"
"10/09/2020","0.329","0.332","0.332","0.329","-1.20%"
"10/08/2020","0.333","0.333","0.333","0.332","0.30%"
"10/07/2020","0.332","0.340","0.340","0.332","-2.35%"
"10/06/2020","0.340","0.332","0.340","0.332","2.41%"
"10/05/2020","0.332","0.322","0.332","0.322","2.79%"
"10/02/2020","0.323","0.361","0.361","0.323","-10.77%"
"10/01/2020","0.362","0.369","0.369","0.362","35.58%"
"09/30/2020","0.267","0.271","0.271","0.267","-1.11%"
"09/29/2020","0.270","0.285","0.285","0.270","-5.26%"
"09/28/2020","0.285","0.391","0.391","0.285","-27.11%"
"09/25/2020","0.391","0.387","0.391","0.387","1.03%"
"09/24/2020","0.387","0.391","0.399","0.387","-1.02%"
"09/23/2020","0.391","0.400","0.400","0.391","-2.01%"
"09/22/2020","0.399","0.410","0.410","0.399","-2.68%"
"09/21/2020","0.410","0.405","0.410","0.405","1.23%"
"09/18/2020","0.405","0.413","0.413","0.405","-1.94%"
"09/17/2020","0.413","0.422","0.422","0.413","-2.36%"
"09/16/2020","0.423","0.423","0.423","0.423","0.48%"
"09/15/2020","0.421","0.412","0.421","0.412","1.94%"
"09/14/2020","0.413","0.422","0.422","0.413","-2.13%"
"09/11/2020","0.422","0.422","0.422","0.422","0.00%"
"09/10/2020","0.422","0.413","0.422","0.413","2.18%"
"09/09/2020","0.413","0.413","0.413","0.413","0.00%"
"09/08/2020","0.413","0.413","0.413","0.413","-0.24%"
"09/07/2020","0.414","0.423","0.423","0.414","-1.66%"
"09/04/2020","0.421","0.416","0.421","0.416","0.96%"
"09/03/2020","0.417","0.417","0.417","0.417","31.96%"
"09/02/2020","0.316","0.316","0.316","0.316","-24.04%"
"09/01/2020","0.416","0.413","0.416","0.413","0.73%"
"08/31/2020","0.413","0.401","0.413","0.401","2.99%"
"08/28/2020","0.401","0.426","0.426","0.401","-5.65%"
"08/27/2020","0.425","0.408","0.425","0.408","4.42%"
"08/26/2020","0.407","0.407","0.407","0.407","-0.25%"
"08/25/2020","0.408","0.408","0.408","0.408","0.00%"
"08/24/2020","0.408","0.407","0.408","0.407","0.25%"
"08/21/2020","0.407","0.417","0.417","0.407","-2.40%"
"08/20/2020","0.417","0.407","0.417","0.407","2.46%"
"08/19/2020","0.407","0.406","0.407","0.406","0.25%"
"08/18/2020","0.406","0.402","0.406","0.402","1.00%"
"08/17/2020","0.402","0.402","0.402","0.402","0.00%"
"08/14/2020","0.402","0.375","0.402","0.375","7.20%"
"08/13/2020","0.375","0.444","0.444","0.375","-15.54%"
"08/12/2020","0.444","0.503","0.503","0.444","-11.73%"
"08/11/2020","0.503","0.498","0.503","0.498","1.00%"
"08/10/2020","0.498","0.504","0.508","0.498","-1.19%"
"08/07/2020","0.504","0.498","0.504","0.494","1.20%"
"08/06/2020","0.498","0.498","0.498","0.498","0.00%"
"08/05/2020","0.498","0.507","0.510","0.498","-1.78%"
"08/04/2020","0.507","0.489","0.507","0.489","3.68%"
"08/03/2020","0.489","0.513","0.513","0.489","-4.68%"
"07/31/2020","0.513","0.513","0.513","0.513","0.00%"
"07/30/2020","0.513","0.510","0.513","0.510","0.59%"
"07/29/2020","0.510","0.510","0.510","0.510","0.00%"
"07/28/2020","0.510","0.501","0.510","0.501","1.80%"
"07/27/2020","0.501","0.501","0.501","0.501","0.00%"
"07/24/2020","0.501","0.505","0.505","0.501","-0.79%"
"07/23/2020","0.505","0.501","0.505","0.501","0.80%"
"07/22/2020","0.501","0.505","0.505","0.501","-0.79%"
"07/21/2020","0.505","0.505","0.505","0.505","0.00%"
"07/20/2020","0.505","0.510","0.510","0.505","-0.98%"
"07/17/2020","0.510","0.505","0.510","0.505","0.99%"
"07/16/2020","0.505","0.528","0.528","0.505","-4.36%"
"07/15/2020","0.528","0.547","0.547","0.528","-3.47%"
"07/14/2020","0.547","0.580","0.580","0.537","-5.69%"
"07/13/2020","0.580","0.580","0.580","0.580","-0.17%"
"07/10/2020","0.581","0.563","0.581","0.563","3.20%"
"07/09/2020","0.563","0.570","0.570","0.563","-1.23%"
"07/08/2020","0.570","0.570","0.570","0.570","0.00%"
"07/07/2020","0.570","0.570","0.570","0.570","0.00%"
"07/06/2020","0.570","0.597","0.597","0.570","-4.52%"
"07/03/2020","0.597","0.597","0.597","0.597","0.17%"
"07/02/2020","0.596","0.596","0.596","0.596","-0.17%"
"07/01/2020","0.597","0.597","0.597","0.597","0.00%"
"06/30/2020","0.597","0.597","0.597","0.597","0.00%"
"06/29/2020","0.597","0.563","0.597","0.563","6.04%"
"06/26/2020","0.563","0.563","0.563","0.563","0.00%"
"06/25/2020","0.563","0.547","0.563","0.547","2.74%"
"06/24/2020","0.548","0.623","0.623","0.548","-12.04%"
"06/23/2020","0.623","0.623","0.623","0.623","0.00%"
"06/22/2020","0.623","0.623","0.623","0.623","0.00%"
"06/19/2020","0.623","0.657","0.657","0.623","-5.18%"
"06/18/2020","0.657","0.707","0.707","0.657","-7.07%"
"06/17/2020","0.707","0.731","0.731","0.707","-3.28%"
"06/16/2020","0.731","0.756","0.756","0.731","-3.18%"
